CodiceAmministrativo;Sezione;IdentificativoSoggetto;TipoSoggetto;IdentificativoImmobile;TipoImmobile;CodiceDiritto;TitoloNonCodificatoIta;TitoloNonCodificatoTed;QuotaNumeratore;QuotaDenominatore;Regime;SoggettoDiRiferimento;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;Partita;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;IdentificativoTitolarita;
M113;;151913;P;927597;F;2 ;;;1;3; ;;04112009;A;003644;001;2009;09112009;;;;;;;;1025097;;4596653;
M113;;151913;P;927596;F;2 ;;;1;3; ;;04112009;A;003644;001;2009;09112009;;;;;;;;1025097;;4596650;
M113;;151913;P;663152;F;74 ;;;2;9; ;;15092008;D;002191;001;2011;14062011;;;;;;;;1090438;;4777055;
M113;;151913;P;663151;F;74 ;;;2;9; ;;15092008;D;002191;001;2011;14062011;;;;;;;;1090438;;4777049;
M113;;151913;P;663151;F;2 ;;;1;3; ;;15092008;D;002191;001;2011;14062011;;;;;;;;1090438;;4777048;
M113;;151913;P;663150;F;74 ;;;2;9; ;;15092008;D;002191;001;2011;14062011;;;;;;;;1090438;;4777043;
M113;;151913;P;663150;F;2 ;;;1;3; ;;15092008;D;002191;001;2011;14062011;;;;;;;;1090438;;4777042;
M113;;151913;P;663152;F;2 ;;;1;3; ;;15092008;D;002191;001;2011;14062011;;;;;;;;1090438;;4777054;
M113;;151934;P;661882;F;2 ;;;1;2; ;0;04111997;D;000417;001;2001;20022001;1001111;;;;;;;558656;;3325386;
M113;;151934;P;661878;F;2 ;;;1;2; ;0;04111997;D;000417;001;2001;20022001;1001111;;;;;;;558656;;3325380;
M113;;151934;P;661880;F;2 ;;;1;2; ;;19022011;D;003590;001;2011;20092011;;;;;;;;1101547;;4805014;
M113;;151934;P;859684;F;2 ;;;1;2; ;;19022011;D;003590;001;2011;20092011;;;;;;;;1101547;;4805016;
M113;;151995;P;662377;F;990;DIRITTO ABITAZ.PORZ.MAT.2;DIRITTO ABITAZ.PORZ.MAT.2;0;0; ;0;20092001;D;002309;001;2001;01102001;1001156;;;;;;;580187;;3519669;
M113;;151995;P;662375;F;73 ;;;0;0; ;0;20092001;D;002309;002;2001;01102001;1001157;;;;;;;580200;;3519769;
M113;;151995;P;663358;F;2 ;;;1;3; ;;05052005;D;001764;001;2005;23052005;;;;;;;;718425;;3929625;
M113;;152087;P;872746;F;1 ;;;0;0; ;0;10082007;V;012257;001;2007;20082007;;;;;;;;936956;;4328781;
M113;;152087;P;872747;F;1 ;;;0;0; ;0;10082007;V;012257;001;2007;20082007;;;;;;;;936956;;4328782;
M113;;152087;P;866705;F;1 ;;;0;0; ;;23072008;D;003467;001;2008;26092008;;;;;;;;982492;;4468078;
M113;;152087;P;1052181;F;2 ;;;6;8; ;;07112014;A;004881;001;2014;09122014;;;;;;;;1257310;;5194094;
M113;;152096;P;661878;F;2 ;;;1;2; ;0;04111997;D;000417;001;2001;20022001;1001111;;;;;;;558656;;3325379;
M113;;152096;P;661882;F;2 ;;;1;2; ;0;04111997;D;000417;001;2001;20022001;1001111;;;;;;;558656;;3325385;
M113;;152096;P;661880;F;2 ;;;1;2; ;;19022011;D;003590;001;2011;20092011;;;;;;;;1101547;;4805015;
M113;;152096;P;859684;F;2 ;;;1;2; ;;19022011;D;003590;001;2011;20092011;;;;;;;;1101547;;4805017;
M113;;152106;P;664138;F;1 ;;;0;0; ;0;10091997;D;002316;001;1997;18091997;1000824;;;;;;;399807;;2062117;
M113;;152106;P;663721;F;1 ;;;0;0; ;0;10091997;D;002316;001;1997;18091997;1000824;;;;;;;399807;;2062116;
M113;;152106;P;663725;F;1 ;;;0;0; ;0;10091997;D;002316;001;1997;18091997;1000824;;;;;;;399807;;2062118;
M113;;152131;P;661439;F;1 ;;;0;0; ;0;11031999;D;001308;001;1999;24051999;1000942;;;;;;;482739;;2482770;
M113;;152132;P;863329;F;2 ;;;1;2;C;687349;29062010;D;002270;001;2010;13072010;;;;;;;;1051157;;4673702;
M113;;152132;P;863333;F;2 ;;;1;2;C;687349;29062010;D;002270;001;2010;13072010;;;;;;;;1051157;;4673704;
M113;;152157;P;663130;F;1 ;;;0;0; ;;11082014;D;003596;002;2014;10092014;;;;;;;;1246656;;5166255;
M113;;152157;P;1020318;F;1 ;;;0;0; ;;11082014;D;003596;002;2014;10092014;;;;;;;;1246656;;5166256;
M113;;152157;P;663127;F;1 ;;;0;0; ;;11082014;D;003596;002;2014;10092014;;;;;;;;1246656;;5166254;
M113;;152179;P;664137;F;1 ;;;0;0; ;0;24052000;D;002091;001;2000;08082000;1001071;;;;;;;538157;;3069550;
M113;;152179;P;663726;F;1 ;;;0;0; ;0;24052000;D;002091;001;2000;08082000;1001071;;;;;;;538157;;3069549;
M113;;152179;P;662460;F;2 ;;;1;39; ;;18102006;D;012430;002;2007;04092007;;;;;;;;938808;;4334657;
M113;;152179;P;662450;F;74 ;;;2;3; ;;18102006;D;012430;003;2007;04092007;;;;;;;;938809;;4334665;
M113;;152179;P;662450;F;2 ;;;1;3; ;;18102006;D;012430;003;2007;04092007;;;;;;;;938809;;4334664;
M113;;152179;P;662443;F;74 ;;;2;3; ;;18102006;D;012430;003;2007;04092007;;;;;;;;938809;;4334661;
M113;;152179;P;662443;F;2 ;;;1;3; ;;18102006;D;012430;003;2007;04092007;;;;;;;;938809;;4334660;
M113;;152179;P;894640;F;2 ;;;1;3; ;;04082008;D;004406;002;2008;04122008;;;;;;;;990404;;4492408;
M113;;152203;P;663022;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000543;;;;;;;220;;597061;
M113;;152203;P;662850;F;1 ;;;0;0; ;;04052005;D;001763;001;2005;23052005;;;;;;;;718421;;3929611;
M113;;152208;P;663128;F;1 ;;;0;0; ;;11082014;D;003596;001;2014;10092014;;;;;;;;1246655;;5166252;
M113;;152208;P;663129;F;1 ;;;0;0; ;;11082014;D;003596;001;2014;10092014;;;;;;;;1246655;;5166253;
M113;;152208;P;663126;F;1 ;;;0;0; ;;11082014;D;003596;001;2014;10092014;;;;;;;;1246655;;5166251;
M113;;152219;P;662736;F;1 ;;;0;0; ;;22072001;D;000285;001;2002;28012002;;;;;;;;590936;;3550447;
M113;;152219;P;662734;F;1 ;;;0;0; ;;22072001;D;000285;001;2002;28012002;;;;;;;;590936;;3550448;
M113;;152219;P;662735;F;1 ;;;0;0; ;;22072001;D;000285;001;2002;28012002;;;;;;;;590936;;3550449;
M113;;152219;P;663753;F;1 ;;;0;0; ;;22072001;D;000285;001;2002;28012002;;;;;;;;590936;;3550450;
M113;;152219;P;884966;F;1 ;;;0;0; ;;10032004;D;000602;002;2008;11022008;;;;;;;;957076;;4390101;
M113;;152219;P;1010368;F;1 ;;;0;0; ;;08112012;A;007011;001;2012;04122012;;;;;;;;1171103;;4974436;
M113;;152329;P;673358;F;2 ;;;1;2;C;524409;08042002;D;001608;001;2003;05052003;;;;;;;;638485;;3692694;
M113;;152329;P;673357;F;2 ;;;1;2;C;524409;08042002;D;001608;001;2003;05052003;;;;;;;;638485;;3692692;
M113;;152329;P;673351;F;2 ;;;1;2;C;524409;08042002;D;001608;001;2003;05052003;;;;;;;;638485;;3692690;
M113;;152339;P;859620;F;1 ;;;0;0; ;;31032007;A;009617;001;2007;31032007;;;;;;;;917751;;4275254;
M113;;152339;P;662257;F;1 ;;;0;0; ;;11102002;D;001719;001;2010;27052010;;;;;;;;1046465;;4659851;
M113;;152339;P;662258;F;1 ;;;0;0; ;;11102002;D;001719;001;2010;27052010;;;;;;;;1046465;;4659852;
M113;;152339;P;662260;F;1 ;;;0;0; ;;11102002;D;001719;001;2010;27052010;;;;;;;;1046465;;4659853;
M113;;152339;P;662253;F;1 ;;;0;0; ;;11102002;D;001719;001;2010;27052010;;;;;;;;1046465;;4659850;
M113;;152339;P;662261;F;1 ;;;0;0; ;;11102002;D;001719;001;2010;27052010;;;;;;;;1046465;;4659854;
M113;;152339;P;958275;F;1 ;;;0;0; ;;16032011;V;001008;001;2011;22032011;;;;;;;;1079971;;4748927;
M113;;152339;P;958274;F;1 ;;;0;0; ;;16032011;V;001008;001;2011;22032011;;;;;;;;1079971;;4748926;
M113;;152340;P;662232;F;2 ;;;1;8; ;0;26081974;D;003108;001;1999;09121999;1001003;;;;;;;508297;;2733280;
M113;;152340;P;662233;F;2 ;;;1;8; ;0;26081974;D;003108;001;1999;09121999;1001003;;;;;;;508297;;2733282;
M113;;152356;P;662775;F;1 ;;;0;0; ;0;18101990;V;002683;000;1990;03051995;0000384;;;;;;;235344;;1231972;
M113;;152356;P;662774;F;1 ;;;0;0; ;0;18101990;V;002683;000;1990;03051995;0000384;;;;;;;235344;;1231971;
M113;;152356;P;662773;F;1 ;;;0;0; ;0;18101990;V;002683;000;1990;03051995;0000384;;;;;;;235344;;1231974;
M113;;152361;P;662697;F;73 ;;;0;0; ;;29072013;D;004462;001;2013;23102013;;;;;;;;1212054;;5076093;
M113;;152361;P;662698;F;73 ;;;0;0; ;;29072013;D;004462;001;2013;23102013;;;;;;;;1212054;;5076097;
M113;;152422;P;663720;F;1 ;;;0;0; ;0;24052000;D;002091;002;2000;08082000;1001072;;;;;;;538160;;3069555;
M113;;152422;P;663724;F;1 ;;;0;0; ;0;24052000;D;002091;002;2000;08082000;1001072;;;;;;;538160;;3069558;
M113;;152422;P;662654;F;2 ;;;1;2;C;540823;28062006;D;003026;001;2006;02082006;;;;;;;;825946;;4077722;
M113;;152422;P;662680;F;2 ;;;1;2;C;540823;28062006;D;003026;001;2006;02082006;;;;;;;;825946;;4077724;
M113;;152468;P;663338;F;1 ;;;0;0; ;0;06111996;A;B00147;001;1996;07111996;1000721;;;;;;;351866;;1629692;
M113;;152468;P;663337;F;1 ;;;0;0; ;0;06111996;A;B00147;001;1996;07111996;1000721;;;;;;;351866;;1629691;
M113;;152468;P;662232;F;2 ;;;1;8; ;0;26081974;D;003108;001;1999;09121999;1001003;;;;;;;508297;;2733276;
M113;;152468;P;662233;F;2 ;;;1;8; ;0;26081974;D;003108;001;1999;09121999;1001003;;;;;;;508297;;2733281;
M113;;154465;P;758431;F;1 ;;;0;0; ;;29062006;D;003200;001;2006;23082006;;;;;;;;828356;;4085636;
M113;;154465;P;758425;F;1 ;;;0;0; ;;29062006;D;003200;001;2006;23082006;;;;;;;;828356;;4085635;
M113;;154781;P;978799;F;1 ;;;0;0; ;0;16122011;V;005083;001;2011;20022012;;;;;;;;1120559;;4853873;
M113;;154919;P;1022722;F;1 ;;;0;0; ;;05112013;D;005113;002;2013;11122013;;;;;;;;1217960;;5090471;
M113;;155386;P;662460;F;2 ;;;2;26; ;;26052005;D;003253;002;2005;03102005;;;;;;;;790707;;3972361;
M113;;155448;P;661137;F;1 ;;;0;0; ;0;19041993;D;001378;002;1993;18111994;1000210;;;;;;;190278;;1029489;
M113;;155448;P;661139;F;1 ;;;0;0; ;0;19041993;D;001378;002;1993;18111994;1000210;;;;;;;190278;;1029488;
M113;;155527;P;662758;F;1 ;;;0;0; ;0;13071987;D;003180;001;1987;19051995;1000419;;;;;;;239250;;1239940;
M113;;155527;P;720128;F;1 ;;;0;0; ;0;19022004;V;000726;001;2004;19022004;;;;;;;;667905;;3780861;
M113;;155527;P;943233;F;1 ;;;0;0; ;0;30072010;V;002467;001;2010;02082010;;;;;;;;1053176;;4679494;
M113;;155527;P;918111;F;31 ;;;1;2; ;;19062013;D;003207;001;2013;25072013;;;;;;;;1202084;;5051567;
M113;;155567;P;662456;F;1 ;;;0;0; ;0;15071974;D;000592;001;1976;07121995;1000611;;;;;;;297212;;1392830;
M113;;155567;P;662441;F;1 ;;;0;0; ;0;15071974;D;000592;001;1976;07121995;1000611;;;;;;;297212;;1392829;
M113;;155567;P;662460;F;2 ;;;2;26; ;;26052005;D;003253;002;2005;03102005;;;;;;;;790707;;3972362;
M113;;156920;P;663452;F;2 ;;;1;2;C;0;19011999;D;001091;001;1999;06051999;1000928;;;;;;;480229;;2469075;
M113;;156920;P;663508;F;2 ;;;1;2;C;0;09022000;V;000352;001;2000;10022000;1000928;;;;;;;516444;;2837865;
M113;;156920;P;663468;F;2 ;;;1;2;C;0;08022000;D;001281;001;2000;19052000;1000928;;;;;;;529140;;3025841;
M113;;157026;P;661117;F;1 ;;;0;0; ;0;31121996;V;003402;001;1996;07011997;1000447;;;;;;;360118;;1662067;
M113;;157026;P;661116;F;1 ;;;0;0; ;0;31121996;V;003402;001;1996;07011997;1000447;;;;;;;360118;;1662068;
M113;;157026;P;882564;F;1 ;;;0;0; ;0;12122007;V;013816;001;2007;13122007;;;;;;;;950431;;4370430;
M113;;157026;P;894098;F;1 ;;;0;0; ;0;17062008;V;002278;001;2008;17062008;;;;;;;;971907;;4434955;
M113;;158150;P;1010624;F;2 ;;;1;2; ;;29112012;A;007054;001;2012;06122012;;;;;;;;1171591;;4975679;
M113;;158659;P;660948;F;1 ;;;0;0; ;;16072012;D;005280;001;2012;02082012;;;;;;;;1156785;;4936329;
M113;;158659;P;660946;F;1 ;;;0;0; ;;16072012;D;005280;001;2012;02082012;;;;;;;;1156785;;4936328;
M113;;158787;P;662177;F;0 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;0000646;;;;;;;220;;597011;
M113;;158787;P;662167;F;0 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;0000646;;;;;;;220;;597009;
M113;;158787;P;662172;F;2 ;;;1;2;C;0;22051992;D;001846;001;1992;20031996;1000667;;;;;;;316857;;1450745;
M113;;158787;P;662181;F;2 ;;;1;2;C;0;22051992;D;001846;001;1992;20031996;1000667;;;;;;;316857;;1450747;
M113;;158787;P;662162;F;2 ;;;1;2;C;0;22051992;D;001846;001;1992;20031996;1000667;;;;;;;316857;;1450743;
M113;;158998;P;662768;F;1 ;;;0;0; ;0;12071996;V;001692;001;1996;24021997;0000481;;;;;;;369904;;1748459;
M113;;159406;P;663109;F;2 ;;;1;2;C;0;30071992;D;002192;001;1992;19051995;1000400;;;;;;;239177;;1239552;
M113;;159406;P;663095;F;2 ;;;1;2;C;0;30071992;D;002192;001;1992;19051995;1000400;;;;;;;239177;;1239554;
M113;;159978;P;662165;F;1 ;;;1;2;C;175625;01010001;I;  0000;000;2000;01011992;0000647;;;;;;;220;;596814;
M113;;160085;P;1010624;F;2 ;;;1;2; ;;29112012;A;007054;001;2012;06122012;;;;;;;;1171591;;4975680;
M113;;160323;P;728494;F;2 ;;;1;2; ;;27102010;D;004381;001;2010;29122010;;;;;;;;1069137;;4722729;
M113;;160323;P;728493;F;2 ;;;1;2; ;;27102010;D;004381;001;2010;29122010;;;;;;;;1069137;;4722727;
M113;;162457;P;661801;F;1 ;;;0;0; ;0;11111988;D;000200;001;1989;18051995;1000392;;;;;;;238990;;1239216;
M113;;162457;P;977861;F;1 ;;;0;0; ;;15122011;A;005070;001;2011;02022012;;;;;;;;1117788;;4846640;
M113;;162672;P;662997;F;2 ;;;1;2;C;0;12071988;D;003672;002;1988;04021993;1000021;;;;;;;25181;;656529;
M113;;162672;P;662994;F;2 ;;;1;2;C;0;12071988;D;003672;002;1988;04021993;1000021;;;;;;;25181;;656531;
M113;;163672;P;662699;F;2 ;;;1;2;C;0;02091985;D;002914;001;1985;16051994;1000180;;;;;;;139682;;922447;
M113;;163672;P;662708;F;2 ;;;1;2;C;0;02091985;D;002914;001;1985;16051994;1000180;;;;;;;139682;;922446;
M113;;163672;P;663490;F;2 ;;;1;2;C;299824;04092009;D;003660;001;2009;10112009;;;;;;;;1025168;;4596868;
M113;;163672;P;663462;F;2 ;;;1;2;C;299824;04092009;D;003660;001;2009;10112009;;;;;;;;1025168;;4596866;
M113;;163672;P;976088;F;1 ;;;0;0; ;;19122011;A;004968;001;2011;03012012;;;;;;;;1113460;;4835921;
M113;;164180;P;662312;F;2 ;;;1;2; ;0;01010001;I;  0000;000;2000;01011992;0000274;;;;;;;220;;595198;
M113;;164180;P;662302;F;2 ;;;1;2; ;0;01010001;I;  0000;000;2000;01011992;0000274;;;;;;;220;;594978;
M113;;165450;P;893148;F;1 ;;;0;0; ;;30042009;D;001858;001;2009;28052009;;;;;;;;1009417;;4548090;
M113;;165450;P;893168;F;1 ;;;0;0; ;;30042009;D;001858;001;2009;28052009;;;;;;;;1009417;;4548091;
M113;;166579;P;662189;F;2 ;;;333;1000; ;0;01010001;A;004520;001;1991;17031993;0000681;;;;;;;54080;;709413;
M113;;166579;P;662188;F;2 ;;;1;3;C;0;18061990;D;001935;001;1990;04011995;1000220;;;;;;;200214;;1054152;
M113;;166579;P;662190;F;2 ;;;1;3;C;548579;01061990;D;003864;002;2004;05112004;;;;;;;;692617;;3867870;
M113;;166579;P;662191;F;2 ;;;1;3;C;548579;01061990;D;003864;002;2004;05112004;;;;;;;;692617;;3867873;
M113;;166579;P;662187;F;2 ;;;1;3;C;548579;24112004;D;003864;004;2004;24112004;;;;;;;;694597;;3874060;
M113;;169003;P;661760;F;1 ;;;1;2;C;7260;01010001;I;  0000;000;2000;01011992;0000611;;;;;;;220;;596890;
M113;;169003;P;663131;F;2 ;;;1;4; ;;01010001;A;001257;001;1992;17031993;0000687;;;;;;;54083;;709422;
M113;;169003;P;661759;F;2 ;;;1;4; ;;01011992;D;002834;001;2014;18072014;;;;;;;;1241099;;5150904;
M113;;169621;P;661884;F;2 ;;;1;2;C;0;14011978;D;000673;001;1978;19051995;1000428;;;;;;;239308;;1240081;
M113;;169621;P;661885;F;2 ;;;1;2;C;0;14011978;D;000673;001;1978;19051995;1000428;;;;;;;239308;;1240083;
M113;;169621;P;662082;F;2 ;;;1;2;C;0;14011978;D;000673;001;1978;19051995;1000428;;;;;;;239308;;1240085;
M113;;170860;P;661206;F;2 ;;;1;2; ;;15072008;D;002801;001;2010;14092010;;;;;;;;1057325;;4690348;
M113;;170860;P;661205;F;2 ;;;1;2; ;;15072008;D;002801;001;2010;14092010;;;;;;;;1057325;;4690346;
M113;;170860;P;962424;F;2 ;;;1;2; ;;24052011;V;001940;002;2011;30052011;;;;;;;;1088723;;4772453;
M113;;170860;P;962426;F;2 ;;;1;2; ;;24052011;V;001940;003;2011;30052011;;;;;;;;1088728;;4772457;
M113;;170860;P;962141;F;2 ;;;1000;1000; ;;28092011;D;004278;002;2011;04112011;;;;;;;;1106473;;4818247;
M113;;170878;P;663881;F;2 ;;;3;15; ;0;14021996;D;001996;001;1996;16081996;1000715;;;;;;;340277;;1568761;
M113;;170878;P;868311;F;1 ;;;0;0; ;;26072007;D;013413;001;2007;19112007;;;;;;;;947241;;4360050;
M113;;170878;P;868266;F;1 ;;;0;0; ;;26072007;D;013413;001;2007;19112007;;;;;;;;947241;;4360049;
M113;;170924;P;663881;F;2 ;;;3;15; ;0;14021996;D;001996;001;1996;16081996;1000715;;;;;;;340277;;1568760;
M113;;170942;P;663881;F;2 ;;;3;15; ;0;14021996;D;001996;001;1996;16081996;1000715;;;;;;;340277;;1568762;
M113;;170953;P;663881;F;2 ;;;3;15; ;0;14021996;D;001996;001;1996;16081996;1000715;;;;;;;340277;;1568759;
M113;;170973;P;663881;F;2 ;;;3;15; ;0;14021996;D;001996;001;1996;16081996;1000715;;;;;;;340277;;1568758;
M113;;171339;P;663295;F;2 ;;;1;2;C;0;02061995;D;001852;001;1995;11071995;1000521;;;;;;;250193;;1274628;
M113;;171339;P;663296;F;2 ;;;1;2;C;0;02061995;D;001852;001;1995;11071995;1000521;;;;;;;250193;;1274632;
M113;;171339;P;663292;F;2 ;;;1;2;C;0;02061995;D;001852;001;1995;11071995;1000521;;;;;;;250193;;1274630;
M113;;171476;P;661635;F;1 ;;;0;0; ;0;16061988;D;002089;003;1994;17051995;1000352;;;;;;;238469;;1237939;
M113;;171476;P;661638;F;1 ;;;0;0; ;0;16061988;D;002089;003;1994;17051995;1000352;;;;;;;238469;;1237940;
M113;;171476;P;661721;F;2 ;;;1;12; ;;14102010;D;000124;001;2012;23012012;;;;;;;;1115695;;4841368;
M113;;171501;P;661636;F;1 ;;;0;0; ;0;16061988;D;002089;002;1994;17051995;1000351;;;;;;;238467;;1237902;
M113;;171501;P;661721;F;2 ;;;1;12; ;;14102010;D;000124;001;2012;23012012;;;;;;;;1115695;;4841369;
M113;;171523;P;661398;F;73 ;;;0;0; ;0;04121988;D;002604;001;1989;06041994;1000168;;;;;;;126673;;898265;
M113;;171571;P;663517;F;1 ;;;0;0; ;0;20042000;D;001307;001;2000;23052000;1001050;;;;;;;529489;;3027277;
M113;;171571;P;661971;F;1 ;;;0;0; ;0;16091999;D;002730;001;2001;13112001;1001050;;;;;;;584364;;3532665;
M113;;171571;P;661968;F;1 ;;;0;0; ;0;16091999;D;002730;001;2001;13112001;1001050;;;;;;;584364;;3532666;
M113;;171571;P;661962;F;1 ;;;0;0; ;0;16091999;D;002730;001;2001;13112001;1001050;;;;;;;584364;;3532667;
M113;;171775;P;663093;F;1 ;;;0;0; ;0;12061992;D;002614;001;1992;19051995;1000403;;;;;;;239202;;1239620;
M113;;171775;P;663097;F;1 ;;;0;0; ;0;12061992;D;002614;001;1992;19051995;1000403;;;;;;;239202;;1239621;
M113;;171775;P;663105;F;2 ;;;1;2;C;0;23011996;D;001741;001;1996;16071996;1000711;;;;;;;335554;;1541609;
M113;;171775;P;663116;F;2 ;;;1;2;C;0;27121999;D;000981;002;2000;27042000;1000711;;;;;;;525922;;2999356;
M113;;171820;P;859576;F;1 ;;;0;0; ;;31032007;A;009573;001;2007;31032007;;;;;;;;917707;;4275197;
M113;;171820;P;965686;F;1 ;;;0;0; ;;17072012;D;005282;001;2012;02082012;;;;;;;;1156789;;4936333;
M113;;171820;P;965685;F;1 ;;;0;0; ;;17072012;D;005282;001;2012;02082012;;;;;;;;1156789;;4936332;
M113;;171984;P;661740;F;2 ;;;1;2; ;;18031998;D;006891;001;2012;28112012;;;;;;;;1170206;;4972125;
M113;;171984;P;661741;F;2 ;;;1;2; ;;18031998;D;006891;001;2012;28112012;;;;;;;;1170206;;4972127;
M113;;171984;P;661739;F;2 ;;;1;2; ;;18031998;D;006891;001;2012;28112012;;;;;;;;1170206;;4972123;
M113;;172029;P;661216;F;1 ;;;0;0; ;0;27081997;D;003051;001;1997;11121997;1000830;;;;;;;412182;;2110950;
M113;;172029;P;663755;F;1 ;;;0;0; ;0;27081997;D;003051;001;1997;11121997;1000830;;;;;;;412182;;2110947;
M113;;172029;P;698849;F;1 ;;;0;0; ;0;13032003;V;001098;001;2003;13032003;;;;;;;;632919;;3676649;
M113;;172029;P;859544;F;2 ;;;1;2; ;;27062013;D;002734;001;2013;27062013;;;;;;;;1198397;;5041953;
M113;;172096;P;661022;F;1 ;;;0;0; ;;11122007;D;003609;001;2008;09102008;;;;;;;;984031;;4473049;
M113;;172096;P;698879;F;1 ;;;0;0; ;;11122007;D;003609;001;2008;09102008;;;;;;;;984031;;4473048;
M113;;172096;P;859544;F;2 ;;;1;2; ;;27062013;D;002734;001;2013;27062013;;;;;;;;1198397;;5041952;
M113;;172104;P;662056;F;2 ;;;1000;1000; ;0;01010001;A;002383;001;1991;17031993;0000650;;;;;;;54015;;709337;
M113;;172104;P;662057;F;2 ;;;1000;1000; ;0;01010001;A;002383;001;1991;17031993;0000650;;;;;;;54016;;709338;
M113;;172104;P;993362;F;2 ;;;1;2; ;;13032012;A;002834;001;2012;13032012;;;;;;;;1136621;;4884422;
M113;;172104;P;993363;F;1 ;;;0;0; ;;13032012;A;002835;001;2012;13032012;;;;;;;;1136622;;4884424;
M113;;172104;P;1024970;F;1 ;;;0;0; ;;30112012;A;007618;001;2012;08072013;;;;;;;;1199695;;5045491;
M113;;172119;P;661068;F;2 ;;;1;2;C;0;25101988;D;004136;001;1988;23051995;1000433;;;;;;;239938;;1241430;
M113;;172119;P;661067;F;2 ;;;1;2;C;0;25101988;D;004136;001;1988;23051995;1000433;;;;;;;239938;;1241431;
M113;;172168;P;663323;F;1 ;;;0;0; ;0;10012000;A;B00004;001;2000;10012000;1001010;;;;;;;511600;;2747903;
M113;;172168;P;662880;F;2 ;;;1;2;C;0;28122000;D;002808;001;2001;19112001;1001177;;;;;;;584995;;3534342;
M113;;172168;P;662881;F;1 ;;;0;0; ;;02082010;D;002790;001;2010;14092010;;;;;;;;1057213;;4689920;
M113;;172168;P;959105;F;1 ;;;0;0; ;;29032011;A;001207;001;2011;31032011;;;;;;;;1081639;;4753524;
M113;;172168;P;1038212;F;1 ;;;0;0; ;0;03022014;V;001010;001;2014;10032014;;;;;;;;1227582;;5114723;
M113;;172168;P;1038213;F;1 ;;;0;0; ;0;03022014;V;001010;001;2014;10032014;;;;;;;;1227582;;5114724;
M113;;172168;P;962723;F;1 ;;;0;0; ;;03042014;D;002581;001;2014;02072014;;;;;;;;1239121;;5145976;
M113;;172168;P;962722;F;1 ;;;0;0; ;;03042014;D;002581;001;2014;02072014;;;;;;;;1239121;;5145975;
M113;;172242;P;661188;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000564;;;;;;;220;;596804;
M113;;172242;P;661186;F;1 ;;;1000;1000; ;0;02091992;V;002211;000;1992;15111993;0000564;;;;;;;92872;;815827;
M113;;172242;P;661185;F;1 ;;;1000;1000; ;0;02091992;V;002211;000;1992;15111993;0000564;;;;;;;92872;;815828;
M113;;172242;P;661189;F;1 ;;;0;0; ;0;28121991;D;000754;001;1992;24051995;1000454;;;;;;;240192;;1242019;
M113;;172242;P;661180;F;1 ;;;0;0; ;0;28121991;D;000754;001;1992;24051995;1000454;;;;;;;240192;;1242020;
M113;;172242;P;661183;F;2 ;;;1;2;C;578804;12092006;D;003736;001;2006;27092006;;;;;;;;832631;;4098205;
M113;;172242;P;661187;F;2 ;;;1;2;C;578804;12092006;D;003736;001;2006;27092006;;;;;;;;832631;;4098207;
M113;;172299;P;661721;F;2 ;;;1;12; ;;14102010;D;000124;001;2012;23012012;;;;;;;;1115695;;4841367;
M113;;172371;P;935155;F;1 ;;;0;0; ;;04032010;V;000747;001;2010;05032010;;;;;;;;1037516;;4634633;
M113;;172371;P;935153;F;1 ;;;0;0; ;;04032010;V;000747;001;2010;05032010;;;;;;;;1037516;;4634631;
M113;;172371;P;935154;F;1 ;;;0;0; ;;04032010;V;000747;001;2010;05032010;;;;;;;;1037516;;4634632;
M113;;172371;P;930167;F;1 ;;;0;0; ;;02082010;D;002790;002;2010;14092010;;;;;;;;1057214;;4689921;
M113;;172429;P;663207;F;2 ;;;1;2;C;0;30121993;D;000646;001;1994;06121995;1000595;;;;;;;296858;;1392129;
M113;;172429;P;663188;F;2 ;;;1;2;C;0;30121993;D;000646;001;1994;06121995;1000595;;;;;;;296858;;1392128;
M113;;172429;P;661741;F;2 ;;;1;2; ;;18031998;D;006891;001;2012;28112012;;;;;;;;1170206;;4972128;
M113;;172429;P;661740;F;2 ;;;1;2; ;;18031998;D;006891;001;2012;28112012;;;;;;;;1170206;;4972126;
M113;;172429;P;661739;F;2 ;;;1;2; ;;18031998;D;006891;001;2012;28112012;;;;;;;;1170206;;4972124;
M113;;172484;P;663038;F;1 ;;;0;0; ;;14122006;D;000607;001;2010;22022010;;;;;;;;1036037;;4629612;
M113;;172484;P;663050;F;1 ;;;0;0; ;;14122006;D;000607;001;2010;22022010;;;;;;;;1036037;;4629613;
M113;;172498;P;662787;F;2 ;;;1;2; ;0;01010001;I;  0000;000;2000;01011992;0000378;;;;;;;220;;596420;
M113;;172498;P;662788;F;2 ;;;1;2; ;0;01010001;I;  0000;000;2000;01011992;0000378;;;;;;;220;;596456;
