CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;Rendita-lire;Rendita-euro;ValoreImis;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;Piano5;Piano6;Piano7;Piano8;Piano9;Piano10;Piano11;Piano12;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione_ita;Annotazione_ted;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica
L322;;627628;F;3;1;;A02;4;7,5;134;937500;484,18;81342,24;;;U;;;S1;T;2;;;;;;;;;;13122004;13122004;V;4228;1;2004;;;;;;;;696389;;200401265;;
L322;;627629;F;4;1;;A02;4;7,5;138;937500;484,18;81342,24;;;U;;;S1;1;2;;;;;;;;;;13122004;13122004;V;4228;1;2004;;;;;;;;696389;;200401265;;
L322;;627630;F;3;1;;C06;1;35;39;98000;50,61;8502,48;;;U;;;S1;;;;;;;;;;;;28121991;13121993;D;324;1;1992;;;;;;;1000089;97396;;0;;
L322;;627631;F;3;1;;C06;1;41;46;114800;59,29;9960,72;;;U;;;S1;;;;;;;;;;;;28121991;13121993;D;324;1;1992;;;;;;;1000089;97396;;0;;
L322;;627632;F;2;1;;C06;1;23;26;64400;33,26;5587,68;;;;;;T;;;;;;;;;;;;1011987;19051994;V;262;A01;1987;;;;;;;164;142943;;0;;
L322;;627633;F;2;1;;C02;1;14;17;39200;20,25;3402;;;;;;T;;;;;;;;;;;;1011986;19051994;V;3176;A01;1986;;;;;;;157;142938;;0;;
L322;;627634;F;3;1;;A11;1;1,5;47;64500;33,31;5596,08;;;;;;T;;;;;;;;;;;;3082009;4082009;V;2547;1;2009;;;;;;;;1016243;;200900961;;
L322;;627635;F;3;1;;C06;1;42;47;117600;60,74;10204,32;;;;;;T;;;;;;;;;;;;1011987;25032014;V;1308;1;2014;;;;;;;;1229481;;0;;
L322;;627636;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;21062013;24062013;V;2679;1;2013;;;;;;;C;1197910;;;;
L322;;627637;F;2;1;;A04;1;1,5;23;97500;50,35;8458,8;;;;;;T;1;;;;;;;;;;;10031987;16111999;V;1231;1;1987;;;;;;;187;505215;;0;;
L322;;627638;F;3;1;;C06;1;30;33;84000;43,38;7287,84;;;;;;T;;;;;;;;;;;;29011995;31101995;D;2259;2;1995;;;;;;;1000299;284767;;0;;
L322;;627639;F;3;1;;C02;1;30;36;84000;43,38;7287,84;;;;;;S1;;;;;;;;;;;;29011995;31101995;D;2259;2;1995;;;;;;;1000299;284767;;0;;
L322;;627640;F;6;1;;C06;1;19;21;53200;27,48;4616,64;;;;;;S1;T;;;;;;;;;;;12091999;18012001;D;92;2;2001;;;;;;;1000635;554950;;;;
L322;;627641;F;2;1;;C07;1;18;18;19800;10,23;1718,64;;;;;;T;;;;;;;;;;;;1011987;19051994;V;1402;A01;1987;;;;;;;184;142956;;0;;
L322;;627642;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28122005;28122005;V;4339;1;2005;;;;;;;C;800140;;;;
L322;;627643;F;3;1;;C06;1;97;109;271600;140,27;23565,36;;;;;;S1;T;;;;;;;;;;;28122005;28122005;V;4339;1;2005;;;;;;;;800140;;200501304;;
L322;;627644;F;2;1;;C06;2;9;10;29700;15,34;2577,12;;;;;;T;;;;;;;;;;;;1011986;19051994;V;2913;A01;1986;;;;;;;153;142935;;0;;
L322;;627645;F;4;1;;A03;2;1,5;33;108000;55,78;9371,04;;;;;;S1;T;;;;;;;;;;;26022008;26022008;V;828;1;2008;;;;;;;;959589;;200800252;;
L322;;627646;F;2;1;;C07;1;70;70;77000;39,77;6681,36;;;;;;T;;;;;;;;;;;;1011987;19051994;V;1822;A01;1987;;;;;;;197;142962;;0;;
L322;;627647;F;2;1;;C07;1;26;26;28600;14,77;2481,36;;;;;;T;;;;;;;;;;;;1011987;19051994;V;1865;A01;1987;;;;;;;175;142965;;0;;
L322;;627648;F;2;1;;C02;1;9;11;25200;13,01;2185,68;;;;;;T;1;2;;;;;;;;;;1011987;19051994;V;1866;A01;1987;;;;;;;175;142966;;0;;
L322;;627649;F;2;1;;C07;1;13;13;14300;7,39;1241,52;;;;;;T;;;;;;;;;;;;10061987;9012001;V;2276;1;1987;;;;;;;201;553702;;200103067;;
L322;;627650;F;8;1;;C02;1;19;23;53200;27,48;4616,64;;;;;;T;;;;;;;;;;;;5011995;22031996;D;3482;2;1995;;;;;;;1000358;317280;;0;;
L322;;627651;F;8;1;;C02;1;19;23;53200;27,48;4616,64;;;;;;T;;;;;;;;;;;;5011995;22031996;D;3482;2;1995;;;;;;;1000358;317280;;0;;
L322;;627652;F;2;1;;C02;1;23;28;64400;33,26;5587,68;;;;;;T;;;;;;;;;;;;10061987;30112000;V;2282;1;1987;;;;;;;205;550467;;200003637;;
L322;;627653;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;2032011;9032011;V;877;1;2011;;;;;;;C;1078312;;;;
L322;;627654;F;2;1;;C07;1;35;35;38500;19,88;3339,84;;;;;;T;;;;;;;;;;;;1091993;9012001;V;2424;1;1993;;;;;;;1000072;553712;;200103070;;
L322;;627655;F;2;1;;C02;1;90;108;252000;130,15;21865,2;;;;;;T;;;;;;;;;;;;1011988;19051994;V;1497;A01;1988;;;;;;;269;143006;;0;;
L322;;627656;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;18121998;18121998;V;2974;1;1998;;;;;;;C;463124;;;;
L322;;627657;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;18121998;18121998;V;2976;1;1998;;;;;;;C;463128;;;;
L322;;627658;F;1;1;;A03;3;0,5;13;42000;21,69;3643,92;;;;;;T;1;;;;;;;;;;;18121998;18121998;V;2974;1;1998;;;;;;;1000107;463124;;0;;
L322;;627659;F;1;1;;A03;2;1,5;26;108000;55,78;9371,04;;;;;;2;3;4;;;;;;;;;;18121998;18121998;V;2976;1;1998;;;;;;;1000108;463128;;0;;
L322;;627660;F;2;1;;C06;1;24;27;67200;34,71;5831,28;;;;;;T;;;;;;;;;;;;1011991;19051994;V;4495;A01;1991;;;;;;;410;143076;;0;;
L322;;627661;F;4;1;;C02;1;36;43;100800;52,06;8746,08;;;;;;T;;;;;;;;;;;;12101992;7061994;D;2867;1;1992;;;;;;;1000163;150220;;0;;
L322;;627662;F;4;1;;A04;1;3,5;49;227500;117,49;19738,32;;;;;;T;;;;;;;;;;;;12101992;7061994;D;2867;2;1992;;;;;;;1000164;150224;;0;;
L322;;627663;F;2;1;;A11;1;2;46;86000;44,42;7462,56;;;;;;T;1;;;;;;;;;;;19101993;9012001;V;2982;1;1993;;;;;;;1000076;553720;;200103071;;
L322;;627664;F;3;1;;A04;4;6;97;450000;232,41;39044,88;;;U;;;S1;T;1;;;;;;;;;;21031994;25031996;D;2586;1;1994;;;;;;;1000359;317588;;0;;
L322;;627665;F;3;1;;A04;1;2,5;26;162500;83,92;14098,56;;;;;;T;;;;;;;;;;;;7111988;2071999;V;3858;1;1988;;;;;;;1000544;487873;;0;;
L322;;627666;F;3;1;;C02;1;30;61;84000;43,38;7287,84;;;;;;T;;;;;;;;;;;;13122010;17122010;V;4226;1;2010;;;;;;;;1067975;;201001580;;
L322;;627667;F;3;1;;C02;1;27;33;75600;39,04;6558,72;;;;;;T;1;;;;;;;;;;;12101993;12071995;D;3311;1;1993;;;;;;;1000282;250276;;0;;
L322;;627668;F;3;1;;C02;1;11;13;30800;15,91;2672,88;;;;;;T;;;;;;;;;;;;25041998;22121998;D;2966;1;1998;;;;;;;1000518;463371;;0;;
L322;;627669;F;2;1;;C02;1;18;22;50400;26,03;4373,04;;;;;;T;;;;;;;;;;;;1011987;19051994;V;4599;A01;1987;;;;;;;238;142984;;0;;
L322;;627670;F;2;1;;C02;1;13;16;36400;18,8;3158,4;;;;;;T;;;;;;;;;;;;1011987;19051994;V;4597;A01;1987;;;;;;;239;142983;;0;;
L322;;627671;F;2;1;;C02;1;14;17;39200;20,25;3402;;;;;;T;;;;;;;;;;;;1011987;19051994;V;4596;A01;1987;;;;;;;239;142982;;0;;
L322;;627672;F;2;1;;A04;1;4,5;75;292500;151,06;25378,08;;;;;;T;1;;;;;;;;;;;9111993;9012001;V;3259;1;1993;;;;;;;1000083;553725;;200103075;;
L322;;627673;F;4;1;;A06;2;2,5;26;75000;38,73;6506,64;;;;;;T;;;;;;;;;;;;21031994;25031996;D;2586;1;1994;;;;;;;1000359;317588;;0;;
L322;;627674;F;4;1;;A06;2;1,5;50;45000;23,24;3904,32;;;;;;T;;;;;;;;;;;;21031994;25031996;D;2586;1;1994;;;;;;;1000359;317588;;0;;
L322;;627675;F;2;1;;C07;1;29;29;31900;16,47;2766,96;;;;;;T;;;;;;;;;;;;1011989;19051994;V;2914;A01;1989;;;;;;;275;143027;;0;;
L322;;627676;F;2;1;;C06;2;14;16;46200;23,86;4008,48;;;;;;T;;;;;;;;;;;;1011988;19051994;V;191;A01;1988;;;;;;;244;142989;;0;;
L322;;627677;F;2;1;;C06;2;14;16;46200;23,86;4008,48;;;;;;T;;;;;;;;;;;;1011988;19051994;V;191;A01;1988;;;;;;;244;142989;;0;;
L322;;627678;F;5;1;;C02;1;21;25;58800;30,37;5102,16;;;;;;T;;;;;;;;;;;;8101998;12031999;D;474;1;1999;;;;;;;1000524;473217;;0;;
L322;;627679;F;3;1;;C07;1;10;10;11000;5,68;954,24;;;;;;T;;;;;;;;;;;;8101998;12031999;D;474;1;1999;;;;;;;1000524;473217;;0;;
L322;;627680;F;3;1;;C02;1;14;17;39200;20,25;3402;;;;;;T;;;;;;;;;;;;8101998;12031999;D;474;1;1999;;;;;;;1000524;473217;;0;;
L322;;627681;F;2;1;;A06;2;1,5;43;45000;23,24;3904,32;;;;;;T;;;;;;;;;;;;23011996;7031996;D;512;3;1996;;;;;;;1000349;314319;;0;;
L322;;627682;F;2;1;;A11;1;1;20;43000;22,21;3731,28;;;;;;T;;;;;;;;;;;;17031988;30112000;V;1088;1;1988;;;;;;;265;550459;;200003640;;
L322;;627683;F;2;1;;A11;1;1,5;83;64500;33,31;5596,08;;;;;;T;;;;;;;;;;;;28061988;9012001;V;2342;1;1988;;;;;;;272;553729;;200103077;;
L322;;627684;F;2;1;;C06;1;25;28;70000;36,15;6073,2;;;;;;T;1;;;;;;;;;;;1011988;19051994;V;1123;A01;1988;;;;;;;259;143001;;0;;
L322;;627685;F;2;1;;A07;2;9;;1845000;952,86;160080,48;;;;;;S1;1;2;3;;;;;;;;;1011989;19051994;V;1361;A01;1989;;;;;;;293;143019;;0;;
L322;;627686;F;2;1;;C06;1;54;60;151200;78,09;13119,12;;;;;;S1;;;;;;;;;;;;1011989;19051994;V;1361;A01;1989;;;;;;;293;143019;;0;;
L322;;627687;F;1;1;;C06;1;51;57;142800;73,75;12390;;;;;;S1;;;;;;;;;;;;18011999;18011999;A;B00009;1;1999;;;;;;;1000519;465689;;0;;
L322;;627688;F;1;1;;A07;2;6,5;185;1332500;688,18;115614,24;;;;;;S1;T;1;2;;;;;;;;;18011999;18011999;A;B00009;1;1999;;;;;;;1000519;465689;;0;;
L322;;627689;F;3;1;;C07;1;37;37;40700;21,02;3531,36;;;;;;T;;;;;;;;;;;;22041995;8111995;D;3101;1;1995;;;;;;;1000301;286286;;0;;
L322;;627690;F;3;1;;C02;1;24;29;67200;34,71;5831,28;;;;;;T;;;;;;;;;;;;28051998;18081998;D;1806;1;1998;;;;;;;1000502;447419;;0;;
L322;;627691;F;2;1;;C07;1;50;50;55000;28,41;4772,88;;;;;;T;;;;;;;;;;;;1011992;19051994;V;3017;A01;1992;;;;;;;458;143112;;0;;
L322;;627692;F;2;1;;A02;4;7;156;875000;451,9;75919,2;;;;;;S1;T;1;;;;;;;;;;1011993;19051994;V;1485;A01;1993;;;;;;;1000062;143150;;0;;
L322;;627693;F;2;1;;C06;1;51;57;142800;73,75;12390;;;;;;S1;;;;;;;;;;;;1011993;19051994;V;1485;A01;1993;;;;;;;1000062;143150;;0;;
L322;;627694;F;2;1;;C07;1;55;55;60500;31,25;5250;;;;;;T;;;;;;;;;;;;31121991;27091994;V;4506;1;1991;;;;;;;417;176945;;0;;
L322;;627695;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;21022000;21022000;V;428;1;2000;;;;;;;C;517818;;;;
L322;;627696;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;21022000;21022000;V;428;1;2000;;;;;;;C;517818;;;;
L322;;627697;F;1;1;;A02;3;7;153;735000;379,6;63772,8;;;;;;T;1;;;;;;;;;;;21022000;21022000;V;428;1;2000;;;;;;;489;517818;;200000343;;
L322;;627698;F;1;1;;A02;3;6,5;155;682500;352,48;59216,64;;;;;;2;3;;;;;;;;;;;21022000;21022000;V;428;1;2000;;;;;;;489;517818;;200000343;;
L322;;627699;F;2;1;;C02;1;21;25;58800;30,37;5102,16;;;;;;S1;;;;;;;;;;;;31121993;30062000;V;4249;1;1993;;;;;;;1000119;533751;;200001851;;
L322;;627700;F;2;1;;C06;1;22;24;61600;31,81;5344,08;;;;;;T;;;;;;;;;;;;31121993;30062000;V;4249;1;1993;;;;;;;1000119;533751;;200001851;;
L322;;627701;F;1;1;;C04;1;105;121;231000;119,3;17537,1;;;;;;T;;;;;;;;;;;;30031995;30031995;A;944;1;1995;;;;;;;11;228239;;0;;
L322;;627702;F;5;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;3052004;3052004;V;1676;1;2004;;;;;;;C;675559;;;;
L322;;627703;F;5;1;;C07;1;37;37;40700;21,02;3531,36;;;;;;T;;;;;;;;;;;;28111996;30041997;D;1134;1;1997;;;;;;;1000439;379878;;0;;
L322;;627704;F;2;1;;A07;1;8;;1400000;723,04;121470,72;;;;;;T;1;2;;;;;;;;;;1011992;19051994;V;3519;A01;1992;;;;;;;478;143125;;0;;
L322;;627705;F;2;1;;C06;1;81;90;226800;117,13;19677,84;;;;;;T;;;;;;;;;;;;1011992;19051994;V;3519;A01;1992;;;;;;;478;143125;;0;;
L322;;627706;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16022006;16022006;V;705;1;2006;;;;;;;C;805910;;;;
L322;;627707;F;3;1;;C06;1;36;41;100800;52,06;8746,08;;;;;;T;;;;;;;;;;;;16022006;16022006;V;705;1;2006;;;;;;;;805910;;200600251;;
L322;;627708;F;2;1;;A07;2;7;186;1435000;741,12;124508,16;;;U;;;S1;T;;;;;;;;;;;9121991;5071994;V;3784;A01;1991;;;;;;;394;159233;;0;;
L322;;627709;F;1;1;;F04;;;;0;0;0;;;U;;;1;;;;;;;;;;;;17031993;17031993;A;3784;1;1991;;;;;;;394;53172;;;;
L322;;627710;F;2;1;;C06;1;54;60;151200;78,09;13119,12;;;;;;S1;;;;;;;;;;;;9121991;5071994;V;3784;A01;1991;;;;;;;394;159233;;0;;
L322;;627711;F;2;1;;A03;2;12,5;338;900000;464,81;78088,08;;;U;;;T;1;2;3;;;;;;;;;1011989;19051994;V;3400;A01;1989;;;;;;;320;143029;;0;;
L322;;627712;F;2;1;;C06;1;16;18;44800;23,14;3887,52;;;U;;;1;;;;;;;;;;;;1011989;19051994;V;3400;A01;1989;;;;;;;320;143029;;0;;
L322;;627713;F;2;1;;A11;1;2,5;124;107500;55,52;9327,36;;;;;;T;1;;;;;;;;;;;17011989;9012001;V;129;1;1989;;;;;;;288;553763;;200103078;;
L322;;627714;F;2;1;;A11;1;2;93;86000;44,42;7462,56;;;;;;T;;;;;;;;;;;;14061989;9012001;V;1598;1;1989;;;;;;;295;553771;;200103079;;
L322;;627715;F;2;1;;C02;1;13;16;36400;18,8;3158,4;;;;;;T;;;;;;;;;;;;1011989;19051994;V;1599;A01;1989;;;;;;;295;143020;;0;;
L322;;627716;F;2;1;;A11;1;2;117;86000;44,42;7462,56;;;;;;T;;;;;;;;;;;;14061989;9012001;V;1600;1;1989;;;;;;;295;553773;;200103079;;
L322;;627717;F;2;1;;A11;1;1;67;43000;22,21;3731,28;;;;;;T;;;;;;;;;;;;14061989;9012001;V;1601;1;1989;;;;;;;295;553780;;200103079;;
L322;;627718;F;2;1;;A04;1;5,5;63;357500;184,63;31017,84;;;;;;T;1;2;3;;;;;;;;;4021994;24012003;V;296;2;1994;;;;;;;;627535;;200300103;;
L322;;627719;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;10092015;11092015;V;3274;1;2015;;;;;;;C;1288457;;;;
L322;;627720;F;2;1;;C02;1;13;16;36400;18,8;3158,4;;;;;;T;;;;;;;;;;;;1011989;19051994;V;3882;A01;1989;;;;;;;323;143032;;0;;
L322;;627721;F;3;1;;A07;2;8,5;151;1742500;899,93;151188,24;;;;;;S1;T;1;;;;;;;;;;13122007;14122007;V;13822;1;2007;;;;;;;;950542;;200701624;;
L322;;627722;F;2;1;;C06;1;12;13;33600;17,35;2914,8;;;;;;S1;;;;;;;;;;;;1011989;19051994;V;2953;A01;1989;;;;;;;313;143028;;0;;
L322;;627723;F;2;1;;C06;1;13;14;36400;18,8;3158,4;;;;;;S1;;;;;;;;;;;;1011989;19051994;V;2953;A01;1989;;;;;;;313;143028;;0;;
L322;;627724;F;2;1;;C06;1;19;21;53200;27,48;4616,64;;;;;;T;;;;;;;;;;;;1011989;19051994;V;4441;A01;1989;;;;;;;325;143035;;0;;
L322;;627725;F;2;1;;C06;1;19;21;53200;27,48;4616,64;;;;;;T;;;;;;;;;;;;1011989;19051994;V;4441;A01;1989;;;;;;;325;143035;;0;;
L322;;627726;F;2;1;;A02;3;7,5;163;787500;406,71;68327,28;;;;;;1;;;;;;;;;;;;29042013;16052013;V;2133;1;2013;;;;;;;;1192981;;201300880;;
L322;;627727;F;2;1;;A02;3;4;72;420000;216,91;36440,88;;;;;;1;;;;;;;;;;;;29042013;16052013;V;2132;1;2013;;;;;;;;1192980;;201300882;;
L322;;627728;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29042013;16052013;V;2131;1;2013;;;;;;;C;1192978;;;;
L322;;627729;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29042013;16052013;V;2131;1;2013;;;;;;;C;1192978;;;;
L322;;627730;F;3;1;;C02;1;18;22;50400;26,03;4373,04;;;;;;T;;;;;;;;;;;;28011992;28021995;D;1098;1;1992;;;;;;;1000224;219339;;0;;
L322;;627731;F;2;1;;A04;1;3;213;195000;100,71;16919,28;;;;;;T;1;;;;;;;;;;;31121991;14102002;V;4502;2;1991;;;;;;;;616522;;200202540;;
L322;;627732;F;2;1;;A07;1;7,5;;1312500;677,85;113878,8;;;;;;T;1;;;;;;;;;;;1011991;19051994;V;7;A01;1991;;;;;;;359;143051;;0;;
L322;;627733;F;2;1;;C06;1;42;47;117600;60,74;10204,32;;;;;;T;;;;;;;;;;;;1011991;19051994;V;7;A01;1991;;;;;;;359;143051;;0;;
L322;;627734;F;2;1;;C02;1;8;10;22400;11,57;1943,76;;;;;;T;;;;;;;;;;;;1011991;19051994;V;3;A01;1991;;;;;;;359;143050;;0;;
L322;;627735;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;22112001;23112001;V;2883;1;2001;;;;;;;C;585619;;;;
L322;;627736;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;22112001;23112001;V;2883;1;2001;;;;;;;C;585619;;;;
L322;;627737;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;21102015;27102015;V;3876;1;2015;;;;;;;C;1293728;;;;
L322;;627738;F;2;1;;C06;1;20;22;56000;28,92;4858,56;;;;;;T;;;;;;;;;;;;1011992;19051994;V;52;A01;1992;;;;;;;402;143087;;0;;
L322;;627739;F;5;1;;A11;1;1;;43000;22,21;3731,28;;;;;;T;;;;;;;;;;;;19051999;13081999;D;2061;1;1999;;;;;;;1000550;493414;;0;;
L322;;627740;F;2;1;;A07;1;4;68;700000;361,52;60735,36;;;;;;1;;;;;;;;;;;;1011992;19051994;V;3136;A01;1992;;;;;;;467;143118;;0;;
L322;;627741;F;2;1;;A07;1;4;83;700000;361,52;60735,36;;;;;;1;;;;;;;;;;;;23072010;27072010;V;2399;1;2010;;;;;;;;1052469;;201000866;;
L322;;627742;F;2;1;;A07;1;9;273;1575000;813,42;136654,56;;;;;;T;2;3;;;;;;;;;;23072010;27072010;V;2399;1;2010;;;;;;;;1052469;;201000866;;
L322;;627743;F;2;1;;C06;1;35;39;98000;50,61;8502,48;;;;;;T;;;;;;;;;;;;1011992;19051994;V;3136;A01;1992;;;;;;;467;143118;;0;;
L322;;627744;F;2;1;;A07;1;6,5;153;1137500;587,47;98694,96;;;;;;1;;;;;;;;;;;;17102007;17102007;V;13001;1;2007;;;;;;;;943826;;200701368;;
L322;;627745;F;2;1;;A07;1;7,5;167;1312500;677,85;113878,8;;;;;;T;2;;;;;;;;;;;1011992;19051994;V;3268;A01;1992;;;;;;;470;143119;;0;;
L322;;627746;F;2;1;;C06;1;77;86;215600;111,35;18706,8;;;;;;T;2;;;;;;;;;;;1011992;19051994;V;3268;A01;1992;;;;;;;470;143119;;0;;
L322;;627747;F;3;1;;A07;2;8,5;;1742500;899,93;151188,24;;;;;;1;2;;;;;;;;;;;14041997;6122000;D;2976;1;2000;;;;;;;1000631;551198;;;;
L322;;627748;F;3;1;;C06;1;50;56;140000;72,3;12146,4;;;;;;T;;;;;;;;;;;;14041997;6122000;D;2976;1;2000;;;;;;;1000631;551198;;;;
L322;;627749;F;2;1;;A07;1;7,5;148;1312500;677,85;113878,8;;;;;;S1;T;2;;;;;;;;;;1011991;19051994;V;4494;A01;1991;;;;;;;409;143075;;0;;
L322;;627750;F;2;1;;A07;1;7;138;1225000;632,66;106286,88;;;;;;S1;1;2;;;;;;;;;;1011991;19051994;V;4494;A01;1991;;;;;;;409;143075;;0;;
L322;;627751;F;2;1;;C06;1;40;44;112000;57,84;9717,12;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;4494;A01;1991;;;;;;;409;143075;;0;;
L322;;627752;F;3;1;;C06;1;18;20;50400;26,03;4373,04;;;;;;T;;;;;;;;;;;;23121994;28021995;D;72;1;1995;;;;;;;1000221;219236;;0;;
L322;;627753;F;3;1;;C03;1;76;84;319200;164,85;24232,95;;;;;;T;;;;;;;;;;;;23121994;28021995;D;72;2;1995;;;;;;;1000222;219248;;0;;
L322;;627754;F;3;1;;A07;2;8,5;240;1742500;899,93;151188,24;;;;;;S1;T;1;2;;;;;;;;;23121994;28021995;D;72;1;1995;;;;;;;1000221;219236;;0;;
L322;;627755;F;3;1;;A07;2;7,5;158;1537500;794,05;133400,4;;;;;;S1;T;1;2;;;;;;;;;23121994;28021995;D;72;2;1995;;;;;;;1000222;219248;;0;;
L322;;627756;F;3;1;;A11;1;2;40;86000;44,42;7462,56;;;;;;T;1;;;;;;;;;;;6011998;1091998;D;1904;1;1998;;;;;;;1000505;448860;;0;;
L322;;627757;F;4;1;;C07;1;28;28;30800;15,91;2672,88;;;;;;T;;;;;;;;;;;;16071991;12111997;V;2168;1;1991;;;;;;;1000465;407543;;0;;
L322;;627758;F;2;1;;A07;2;11;257;2255000;1164,61;195654,48;;;;;;S1;T;1;;;;;;;;;;13121990;10081993;V;3337;1;1990;;;;;;;357;74345;;0;;
L322;;627759;F;2;1;;C06;1;61;68;170800;88,21;14819,28;;;;;;S1;;;;;;;;;;;;13121990;10081993;V;3337;1;1990;;;;;;;357;74345;;0;;
L322;;627760;F;3;1;;A07;2;7,5;126;1537500;794,05;133400,4;;;;;;S1;T;;;;;;;;;;;6121990;23062014;V;2405;1;2014;;;;;;;;1238244;;0;;
L322;;627761;F;3;1;;A07;2;8,5;189;1742500;899,93;151188,24;;;;;;S1;1;2;;;;;;;;;;6121990;23062014;V;2405;1;2014;;;;;;;;1238244;;0;;
L322;;627762;F;3;1;;C06;1;73;81;204400;105,56;17734,08;;;;;;S1;;;;;;;;;;;;6121990;23062014;V;2405;1;2014;;;;;;;;1238244;;0;;
L322;;627763;F;2;1;;E03;;;;778381;402;0;;;;;;T;;;;;;;;;;;;30011997;4112004;V;270;2;1997;;;;;;;;692577;;200401097;;
L322;;627764;F;2;1;;C06;1;37;41;103600;53,5;8988;;;;;;;;;;;;;;;;;;1011992;19051994;V;1775;A01;1992;;;;;;;431;143094;;0;;
L322;;627765;F;2;1;;A07;2;8,5;;1742500;899,93;151188,24;;;;;;S1;T;1;2;;;;;;;;;1011992;19051994;V;1775;A01;1992;;;;;;;431;143094;;0;;
L322;;627766;F;2;1;;A02;3;5,5;90;577500;298,25;50106;;;U;1;;S1;T;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627767;F;2;1;;A02;3;3,5;75;367500;189,8;31886,4;;;U;2;;S1;T;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627768;F;2;1;;A02;3;5,5;90;577500;298,25;50106;;;U;3;;S1;T;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627769;F;2;1;;A02;3;5,5;89;577500;298,25;50106;;;U;4;;S1;1;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627770;F;2;1;;A02;3;8,5;131;892500;460,94;77437,92;;;U;5;;S1;1;2;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627771;F;2;1;;A02;3;5,5;88;577500;298,25;50106;;;U;5;;S1;1;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627772;F;2;1;;A02;3;5,5;87;577500;298,25;50106;;;U;7;;S1;2;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627773;F;2;1;;A02;3;5,5;88;577500;298,25;50106;;;U;8;;S1;2;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627774;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627775;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627776;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627777;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627778;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627779;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627780;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627781;F;2;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;S1;;;;;;;;;;;;1011991;19051994;V;723;A01;1991;;;;;;;119;143059;;0;;
L322;;627782;F;4;1;;C02;1;20;24;56000;28,92;4858,56;;;;;;T;;;;;;;;;;;;28121995;29041999;D;1000;1;1999;;;;;;;1000536;479200;;0;;
