CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;RenditaLire;RenditaEuro;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;DataDiEdifica;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124500;F;1;2;;11;332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124503;F;1;2;;11;336;;1;;;;;;;;T;;;;6111989;14101992;D;15673;1;1989;;;;;;;1000703;;1273193;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124507;F;1;2;;11;341;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124508;F;1;2;;11;341;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124510;F;1;2;;11;342;;1;;;11;342;;3;;T;;;;1041994;26101995;V;1803;2;1994;;;;;;;1001029;;1444949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124511;F;1;2;;11;342;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124513;F;2;2;;11;344;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124514;F;1;2;;11;346;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1497;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124517;F;1;2;;11;347;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124520;F;2;2;;11;355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124521;F;2;2;;11;356;;1;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;223;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124524;F;1;2;;11;358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124525;F;2;2;;11;374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124526;F;2;2;;11;375;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1737;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124527;F;1;2;;11;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124532;F;1;2;;11;395;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124533;F;1;2;;11;395;;2;;;;;;;;T;1;;;5101987;3111995;V;6715;1;1987;;;;;;;243;;1446728;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124535;F;2;2;;11;396;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124537;F;3;2;;11;397;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124538;F;3;2;;11;397;;2;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1605;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124539;F;1;2;;11;398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124542;F;3;2;;11;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124543;F;1;2;;11;401;;;;;;;;;;T;;;;15121980;29061991;V;17716;1;1980;;;;;;;1740;;1228487;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124548;F;1;2;;11;404;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124549;F;1;2;;11;404;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124550;F;1;2;;11;404;;4;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1528;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124552;F;3;2;;11;406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124553;F;1;2;;11;407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124555;F;1;2;;11;409;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1529;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124556;F;1;2;;11;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124557;F;3;2;;11;411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124558;F;1;2;;11;412;;;;;;;;;;T;;;;1071985;17091990;V;14299;;1985;;;;;;;1873;;1172741;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124559;F;1;2;;11;413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124560;F;1;2;;11;414;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124561;F;1;2;;11;414;;2;;;;;;;;T;;;;1071985;17091990;V;14299;;1985;;;;;;;1873;;1172741;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124563;F;1;2;;11;415;;3;;;11;415;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124564;F;1;2;;11;415;;4;;;11;415;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124565;F;1;2;;11;415;;6;;;;;;;;T;;;;19071993;21021997;V;9352;1;1993;;;;;;;2407;;1514691;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124567;F;2;2;;11;417;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124568;F;2;2;;11;417;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124569;F;3;2;;11;418;;1;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1502;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124574;F;2;2;;11;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124575;F;2;2;;11;421;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124576;F;2;2;;11;421;;3;;;11;421;;4;;T;;;;14111990;26111991;V;7535;1;1990;;;;;;;1487;;1236912;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124577;F;2;2;;11;422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124580;F;6;2;;11;424;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124581;F;6;2;;11;424;;2;;;;;;;;T;;;;14111990;26111991;V;7535;1;1990;;;;;;;1487;;1236912;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124585;F;1;2;;11;425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124586;F;1;2;;11;427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124588;F;2;2;;11;430;;;;;;;;;;T;;;;6031989;6111995;V;1256;1;1989;;;;;;;1524;;1447281;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124595;F;2;2;;11;437;;1;;;11;437;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124596;F;2;2;;11;437;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124597;F;1;2;;11;440;;1;;;;;;;;T;;;;6031989;6111995;V;1256;1;1989;;;;;;;1524;;1447281;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124603;F;1;2;;11;442;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124605;F;2;2;;11;442;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124606;F;2;2;;11;442;;6;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1503;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124611;F;2;2;;11;446;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124612;F;1;2;;11;447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124613;F;1;2;;11;448;;1;;;;;;;;S1-T;1;;;24021999;24021999;A;A01168;1;1999;;;;;;;1001435;;1623498;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124614;F;1;2;;11;448;;2;;;;;;;;;12;295;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124615;F;1;2;;11;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124616;F;2;2;;11;451;;;;;;;;;;S1;;;;24021999;24021999;A;A01168;1;1999;;;;;;;1001435;;1623498;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124618;F;4;2;;11;454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124620;F;1;2;;11;474;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124621;F;2;2;;11;474;;2;;;;;;;;T;;;;23051995;27031996;D;4374;2;1996;;;;;;;1001071;;1467246;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124622;F;1;2;;11;474;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124625;F;2;2;;11;489;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124626;F;2;2;;11;489;;2;;;;;;;;;;;;13111985;17021997;V;41731;2;1985;;;;;;;1000499;;1513579;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124627;F;1;2;;11;490;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124628;F;4;2;;11;490;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124629;F;2;2;;11;491;;;;;;;;;;T;;;;13111985;17021997;V;41731;2;1985;;;;;;;1000499;;1513579;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124632;F;1;2;;11;492;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124633;F;1;2;;11;492;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124634;F;1;2;;11;492;;5;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1730;ATTO NOT.BALDASSARRE DEL 08/02/1982 REP.11594 PER COMPRAVENDITA;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124636;F;3;2;;11;494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124637;F;2;2;;11;495;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124638;F;2;2;;11;495;;2;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1730;ATTO NOT.BALDASSARRE DEL 08/02/1982 REP11594 PER COMPRAVENDITA;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124639;F;1;2;;11;496;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124640;F;1;2;;11;496;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124642;F;1;2;;11;497;;1;;;11;497;;3;;T;;;;30031994;2041994;A;1659;0;1994;;;;;;;2493;;1379964;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124643;F;1;2;;11;497;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124644;F;2;2;;11;498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124645;F;1;2;;11;499;;1;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1498;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124646;F;1;2;;11;499;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124647;F;2;2;;11;504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124651;F;1;2;;11;511;;;;;;;;;;T-S1;;;;6121999;6121999;V;A08658;1;1999;;;;;;;1500;;1712287;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124654;F;1;2;;11;524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124657;F;1;2;;11;532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124659;F;4;2;;11;536;;;;;;;;;;T;;;;6121999;6121999;V;A08658;1;1999;;;;;;;1500;;1712287;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124660;F;1;2;;11;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124661;F;2;2;;11;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124662;F;2;2;;11;539;;;;;;;;;;1;;;;6121999;5022009;V;2987;1;2009;;;;;;;;STATO DELL'UNITA' CONFERMATO CON DICHIARAZIONE SOSTITUTIVA DI ATTO DI NOTORIETA' PROT. N. 212517 DEL 18/04/2007;3146659;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124663;F;2;2;;11;541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124664;F;1;2;;11;542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124665;F;1;2;;11;543;;;;;;;;;;T;;;;6121999;5022009;V;2988;1;2009;;;;;;;;STATO DELL'UNITA' CONFERMATO CON DICHIARAZIONE SOSTITUTIVA DI ATTO DI NOTORIETA' PROT. N. 212521 DEL 18/04/2007;3146660;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124666;F;2;2;;11;544;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124667;F;2;2;;11;544;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124668;F;1;2;;11;545;;;;;;;;;;T-1;;;;4121985;23041999;V;45938;1;1985;;;;;;;1948;;1640982;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124670;F;4;2;;11;548;;1;;;11;548;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124671;F;5;2;;11;548;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124673;F;2;2;;11;549;;1;;;;;;;;S1;;;;4121985;23041999;V;45938;1;1985;;;;;;;1948;;1640982;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124674;F;2;2;;11;549;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124676;F;2;2;;11;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124678;F;3;2;;11;552;;;;;;;;;;T;;;;15041994;27081996;D;6827;1;1994;;;;;;;1001118;PASSAGGI INTERMEDI DA ESAMINARE;1480926;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124679;F;1;2;;11;553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124680;F;2;2;;11;554;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124681;F;2;2;;11;554;;2;;;;;;;;T;;;;15041994;27081996;D;6827;1;1994;;;;;;;1001118;PASSAGGI INTERMEDI DA ESAMINARE;1480926;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124685;F;1;2;;11;555;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124686;F;1;2;;11;555;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124687;F;3;2;;11;559;;1;;;;;;;;1;;;;26021992;11091998;V;1084;1;1992;;;;;;;1000777;LASTRICO SOLARE MQ.97;1585193;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124688;F;3;2;;11;559;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124691;F;1;2;;11;561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124694;F;1;2;;11;564;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1581;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124699;F;2;2;;11;565;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124700;F;2;2;;11;565;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124701;F;2;2;;11;565;;7;;;;;;;;T;;;;2081985;3122008;V;20800;1;2008;;;;;;;;;3116797;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124702;F;2;2;;11;565;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124704;F;2;2;;11;566;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124705;F;2;2;;11;566;;2;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1522;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124707;F;2;2;;11;569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124709;F;1;2;;11;575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124710;F;1;2;;11;576;;;;;;;;;;T-S1;;;;21111996;21091998;V;14555;2;1996;;;;;;;1519;;1587556;;1,998E+17;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124711;F;1;2;;11;580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124712;F;3;2;;11;581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124713;F;1;2;;11;582;;;;;;;;;;1;;;;21111996;21091998;V;14555;2;1996;;;;;;;1519;;1587556;;1,998E+17;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124717;F;1;2;;11;593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124720;F;1;2;;11;597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124721;F;1;2;;11;600;;;;;;;;;;T;;;;5042000;5042000;V;2039;1;2000;;;;;;;;;1729074;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124722;F;3;2;;11;601;;;;;11;602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124723;F;3;2;;11;603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124724;F;1;2;;11;604;;1;;;11;605;;;;T;;;;27011989;27061994;V;432;1;1989;;;;;;;1586;;1391168;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124730;F;1;2;;11;609;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124732;F;4;2;;11;612;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124734;F;3;2;;11;612;;3;;;;;;;;T;;;;27011989;27061994;V;432;1;1989;;;;;;;1586;;1391168;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124735;F;3;2;;11;612;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124739;F;2;2;;11;614;;;;;11;668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124741;F;3;2;;11;615;;;;;;;;;;1;;;;4031989;27061994;D;5284;1;1989;;;;;;;1000949;;1391138;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124742;F;2;2;;11;616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124743;F;1;2;;11;617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124744;F;2;2;;11;622;;1;;;;;;;;T-S1;;;;23061995;6101998;V;4804;2;1995;;;;;;;1685;;1589674;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124745;F;2;2;;11;622;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124747;F;1;2;;11;624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124749;F;2;2;;11;625;;1;;;11;625;;3;;T;;;;1010001;30061987;I;;0;;;;;;;;1630;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124750;F;2;2;;11;625;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124751;F;2;2;;11;626;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124752;F;2;2;;11;626;;2;;;11;626;;4;;T;1;;;1010001;30061987;I;;0;;;;;;;;1630;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124754;F;1;2;;11;627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124755;F;2;2;;11;628;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124756;F;2;2;;11;628;;2;;;;;;;;T;1;;;1010001;30061987;I;;0;;;;;;;;1630;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124757;F;2;2;;11;638;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124758;F;2;2;;11;638;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124759;F;2;2;;11;638;;3;;;;;;;;T;2;;;1010001;30061987;I;;0;;;;;;;;1630;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124763;F;3;2;;11;640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124764;F;1;2;;11;641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124765;F;3;2;;11;641;;1;;;11;641;;3;;T;;;;16121992;20021993;V;19633;1;1992;;;;;;;1924;;1326558;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124766;F;3;2;;11;641;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124768;F;3;2;;11;642;;1;;;11;642;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124769;F;3;2;;11;642;;2;;;;;;;;S;;;;4041986;17091990;V;37489;;1986;;;;;;;2031;;1173921;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124770;F;3;2;;11;642;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124771;F;1;2;;11;643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124772;F;2;2;;11;647;;1;;;;;;;;T;;;;4041986;3111999;V;37489;1;1986;;;;;;;2031;;1705298;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124773;F;2;2;;11;647;;2;;;11;647;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124775;F;1;2;;11;651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
